Coverage,EmploymentStatus,Income,Marital.Status,Monthly.Premium.Auto,Number.of.Open.Complaints,Number.of.Policies,Renew.Offer.Type,Vehicle.Class,Customer.Lifetime.Value
Extended,Employed,58881,Married,99,0,2,Offer4,Four-Door Car,11955
Premium,Employed,34837,Single,139,1,4,Offer1,SUV,10720
Basic,Employed,40658,Married,61,1,1,Offer3,Four-Door Car,2448
Basic,Employed,36706,Married,73,0,1,Offer2,Four-Door Car,2869
Extended,Disabled,20075,Married,82,0,1,Offer1,Two-Door Car,3242
Basic,Employed,28262,Single,192,0,3,Offer3,Luxury SUV,15023
Extended,Employed,89113,Married,90.47644852,1,7,Offer2,Two-Door Car,6285
Basic,Employed,49851,Married,70,0,2,Offer4,Four-Door Car,8329
Extended,Employed,49659,Divorced,234,0,9,Offer3,Luxury Car,18370
Extended,Medical Leave,23053,Married,114.4013381,0,8,Offer2,Sports Car,10127
Basic,Employed,42754,Divorced,65,4,2,Offer3,Two-Door Car,19079
Basic,Disabled,22886,Divorced,65,0,3,Offer1,Four-Door Car,5096
Extended,Unemployed,0,Married,133,1,7,Offer1,SUV,9657
Basic,Employed,36409,Married,66,0,2,Offer1,Four-Door Car,7854
Basic,Employed,32764,Married,61,0,1,Offer4,Two-Door Car,2452
Premium,Employed,23377,Married,116,0,3,Offer2,Four-Door Car,9263
Basic,Employed,80415,Single,62,0,2,Offer1,Two-Door Car,7409
Basic,Employed,27005,Married,61,0,7,Offer2,Four-Door Car,4892
Basic,Employed,52339,Divorced,70,3,2,Offer3,Four-Door Car,7985
Basic,Disabled,27587,Divorced,103,1,2,Offer1,Sports Car,30286
Extended,Employed,52436,Single,76,0,2,Offer4,Four-Door Car,11960
Basic,Employed,28909,Married,66,0,8,Offer1,Two-Door Car,5246
Basic,Employed,20303,Married,71,0,3,Offer1,Four-Door Car,5635
Basic,Employed,73604,Married,114,0,1,Offer1,SUV,4592
Basic,Unemployed,0,Single,67,1,1,Offer4,Four-Door Car,2141
Premium,Employed,26380,Single,96,0,4,Offer2,Four-Door Car,7485
Premium,Unemployed,0,Married,101,0,9,Offer3,Four-Door Car,7429
Basic,Employed,27824,Married,118,0,8,Offer3,SUV,9427
Basic,Employed,22799,Married,202.4084492,1,7,Offer1,Luxury Car,15304
Basic,Employed,26032,Married,109,0,3,Offer2,SUV,8510
Premium,Disabled,24695,Married,168,0,2,Offer1,SUV,25640
Basic,Employed,26047,Married,68.43226743,0,1,Offer3,Four-Door Car,2545
Basic,Employed,89918,Divorced,115,0,2,Offer4,SUV,23207
Extended,Employed,94885,Married,86,3,1,Offer2,Four-Door Car,3470
Extended,Employed,53133,Single,91,0,9,Offer2,Two-Door Car,6938
Basic,Employed,71684,Married,66,0,1,Offer2,Two-Door Car,2677
Basic,Employed,93011,Divorced,113,0,2,Offer4,SUV,22643
Basic,Employed,74423,Married,62,0,5,Offer2,Four-Door Car,5018
Basic,Unemployed,0,Single,63,0,1,Offer2,Four-Door Car,2168
Basic,Disabled,24248,Married,70,3,1,Offer1,Four-Door Car,2403
Basic,Employed,88567,Married,67,0,9,Offer1,Four-Door Car,5452
Extended,Employed,32314,Married,92,0,1,Offer2,Four-Door Car,3677
Extended,Employed,84581,Married,126,0,2,Offer3,SUV,14932
Premium,Employed,51814,Single,92,0,1,Offer3,Four-Door Car,3517
Premium,Unemployed,0,Single,157,0,7,Offer3,SUV,12687
Extended,Unemployed,0,Single,79,1,7,Offer1,Two-Door Car,5568
Basic,Employed,39854,Divorced,66,0,7,Offer2,Two-Door Car,5217
Basic,Employed,36655,Married,61,0,9,Offer1,Four-Door Car,4835
Basic,Unemployed,0,Single,71,0,1,Offer1,Four-Door Car,2509
Basic,Unemployed,0,Married,66,0,1,Offer1,Four-Door Car,2396
Basic,Employed,41279,Single,115,0,2,Offer3,Sports Car,30763
Basic,Unemployed,0,Single,64,0,2,Offer1,Four-Door Car,6763
Basic,Unemployed,0,Single,72,0,1,Offer4,Two-Door Car,2496
Extended,Employed,39608,Married,79,0,4,Offer2,Four-Door Car,6269
Basic,Employed,55964,Divorced,73,0,1,Offer1,Four-Door Car,2749
Basic,Employed,21733,Single,73,0,2,Offer2,Four-Door Car,8550
Premium,Employed,49447,Married,97.93343392,0,1,Offer1,Four-Door Car,4729
Basic,Employed,39393,Married,70,0,1,Offer2,Four-Door Car,2756
Premium,Employed,70340,Married,113,0,1,Offer2,Four-Door Car,4502
Extended,Unemployed,0,Single,84,0,6,Offer2,Four-Door Car,6042
Extended,Unemployed,0,Married,92,0,7,Offer2,Two-Door Car,6900
Basic,Unemployed,0,Single,104,3,1,Offer1,Sports Car,3074
Basic,Employed,74627,Married,65,0,6,Offer1,Four-Door Car,5207
Extended,Unemployed,0,Single,80,2,7,Offer2,Four-Door Car,5568
Basic,Unemployed,0,Single,64,0,1,Offer1,Two-Door Car,2292
Extended,Employed,22022,Single,136,0,2,Offer2,SUV,46611
Basic,Unemployed,0,Single,63,0,2,Offer2,Four-Door Car,18269
Extended,Employed,34112,Married,74.64398724,0,6,Offer2,Four-Door Car,6140
Extended,Unemployed,0,Single,102.293004,0,2,Offer2,Two-Door Car,12734
Basic,Employed,62473,Married,185,0,1,Offer4,Luxury SUV,7414
Basic,Unemployed,0,Single,70,0,9,Offer3,Four-Door Car,4914
Basic,Employed,82297,Married,112,0,1,Offer2,SUV,4561
Extended,Employed,35482,Married,129,0,3,Offer4,SUV,10208
Basic,Employed,94656,Married,111,1,1,Offer4,SUV,4479
Premium,Unemployed,0,Married,108.7374662,0,6,Offer3,Two-Door Car,8008
Extended,Unemployed,0,Married,127,0,2,Offer1,SUV,13799
Basic,Unemployed,0,Single,67,3,1,Offer1,Four-Door Car,2242
Basic,Employed,25813,Divorced,61,0,8,Offer3,Four-Door Car,4784
Basic,Employed,61486,Married,70,0,3,Offer2,Two-Door Car,5627
Basic,Employed,75963,Divorced,69,0,7,Offer3,Two-Door Car,5515
Premium,Employed,86584,Divorced,106,0,2,Offer2,Four-Door Car,13021
Basic,Employed,39854,Divorced,66,0,7,Offer2,Two-Door Car,5217
Premium,Employed,59940,Single,94,0,3,Offer3,Four-Door Car,7412
Basic,Unemployed,0,Single,68.17955114,0,4,Offer1,Four-Door Car,4808
Basic,Unemployed,0,Married,63,0,1,Offer4,Four-Door Car,2308
Premium,Unemployed,0,Married,113,3,2,Offer2,Four-Door Car,36470
Extended,Employed,99364,Married,121,0,5,Offer4,Sports Car,9778
Basic,Employed,81605,Married,67,0,1,Offer2,Two-Door Car,2725
Premium,Employed,69872,Single,109.5284841,0,2,Offer2,Luxury Car,29676
Basic,Employed,99652,Married,106,2,4,Offer1,SUV,8566
Extended,Medical Leave,18400,Married,89,0,8,Offer2,Two-Door Car,6701
Extended,Employed,22601,Married,88,0,2,Offer3,Four-Door Car,10394
Basic,Employed,36554,Married,67,0,2,Offer2,Four-Door Car,8152
Premium,Employed,86584,Single,111,2,2,Offer1,Four-Door Car,12902
Premium,Medical Leave,13908,Married,101,0,4,Offer1,Four-Door Car,8105
Basic,Unemployed,0,Married,69,0,1,Offer4,Four-Door Car,2537
Premium,Unemployed,0,Single,161,0,1,Offer1,SUV,5884
Basic,Employed,99845,Married,110,1,8,Offer2,SUV,8819
Basic,Employed,91775,Married,108,0,1,Offer2,SUV,4369
Basic,Employed,81082,Married,66.90014392,0,3,Offer2,Four-Door Car,5811
Basic,Unemployed,0,Single,74,0,1,Offer1,Two-Door Car,2682
Extended,Retired,27504,Divorced,91,0,2,Offer2,Four-Door Car,22647
Basic,Unemployed,0,Married,63,0,2,Offer2,Four-Door Car,6961
Extended,Unemployed,0,Married,88,0,3,Offer2,Four-Door Car,6625
Extended,Employed,24028,Single,90,0,8,Offer1,Two-Door Car,9764
Extended,Employed,59034,Single,84,0,3,Offer3,Four-Door Car,6762
Basic,Medical Leave,12829,Married,118,0,9,Offer2,SUV,8970
Basic,Disabled,12131,Single,64,1,1,Offer3,Four-Door Car,2242
Extended,Employed,60097,Single,82,0,1,Offer3,Four-Door Car,3237
Extended,Employed,28089,Single,82,1,1,Offer4,Two-Door Car,3146
Premium,Employed,27778,Divorced,109,0,2,Offer1,Four-Door Car,12904
Basic,Employed,42218,Divorced,164.5469168,2,2,Offer2,Luxury SUV,20266
Basic,Retired,22828,Married,106,0,2,Offer1,SUV,16473
Extended,Employed,83221,Married,91,0,3,Offer4,Four-Door Car,7305
Basic,Medical Leave,25965,Divorced,65,0,1,Offer1,Four-Door Car,2491
Basic,Employed,89451,Single,63,0,1,Offer2,Four-Door Car,2530
Basic,Employed,78618,Divorced,66,0,1,Offer1,Two-Door Car,2619
Basic,Unemployed,0,Married,115,0,2,Offer2,SUV,38055
Extended,Unemployed,0,Married,99,1,6,Offer3,Four-Door Car,6992
Extended,Unemployed,0,Single,91,0,1,Offer4,Four-Door Car,2983
Basic,Employed,31911,Married,67,0,1,Offer1,Two-Door Car,2630
Basic,Employed,73245,Married,68,0,2,Offer3,Four-Door Car,8214
Premium,Unemployed,0,Single,165,2,1,Offer1,SUV,5179
Basic,Employed,99180,Married,106,0,3,Offer3,SUV,8543
Basic,Employed,63933,Divorced,70,0,2,Offer1,Two-Door Car,16706
Extended,Employed,58109,Divorced,86,0,1,Offer2,Two-Door Car,3380
Premium,Unemployed,0,Single,112,0,2,Offer3,Two-Door Car,11124
Extended,Employed,33879,Married,98,0,2,Offer1,Two-Door Car,15428
Basic,Employed,35637,Divorced,68,0,5,Offer2,Four-Door Car,5365
Basic,Employed,58577,Married,110,0,1,Offer1,SUV,4428
Basic,Unemployed,0,Married,68,0,3,Offer3,Two-Door Car,4704
Premium,Employed,36551,Married,95.257348,0,2,Offer1,Four-Door Car,12275
Basic,Unemployed,0,Married,71,0,1,Offer2,Four-Door Car,2586
Basic,Unemployed,0,Single,65,1,1,Offer1,Four-Door Car,2254
Extended,Employed,33701,Married,88,1,1,Offer1,Four-Door Car,3242
Basic,Employed,75648,Married,108,0,1,Offer2,SUV,4349
Basic,Employed,91535,Married,67,1,2,Offer1,Four-Door Car,18938
Premium,Unemployed,0,Married,118,0,8,Offer1,SUV,8609
Extended,Unemployed,0,Married,211,0,5,Offer1,Luxury SUV,15700
Basic,Employed,52369,Married,112.7088837,1,2,Offer1,SUV,13596
Extended,Unemployed,0,Single,79,0,1,Offer1,Four-Door Car,2776
Basic,Employed,47455,Single,75.43497537,0,1,Offer1,Four-Door Car,2375
Extended,Medical Leave,25125,Single,81,1,3,Offer1,Four-Door Car,5970
Extended,Employed,62582,Married,95,0,3,Offer2,Four-Door Car,7671
Basic,Employed,99553,Married,68,0,3,Offer3,Four-Door Car,5507
Premium,Employed,35822,Divorced,146,0,2,Offer1,SUV,15428
Extended,Employed,50200,Divorced,135,0,1,Offer1,Sports Car,5295
Basic,Employed,31006,Divorced,67,0,4,Offer2,Four-Door Car,5260
Basic,Employed,37695,Married,118,0,2,Offer1,SUV,13931
Extended,Employed,54613,Divorced,213,0,5,Offer1,Luxury SUV,17029
Premium,Employed,36349,Married,116,4,1,Offer2,Sports Car,4490
Basic,Employed,56005,Married,68,1,3,Offer1,Four-Door Car,5479
Extended,Employed,32116,Married,132,0,1,Offer4,SUV,5320
Basic,Medical Leave,29031,Married,61,2,3,Offer2,Four-Door Car,4547
Basic,Employed,25632,Married,63,0,7,Offer2,Two-Door Car,4929
Basic,Employed,30598,Married,99.83699778,1,1,Offer4,SUV,4191
Extended,Retired,14030,Married,78,0,1,Offer2,Two-Door Car,2821
Basic,Disabled,26585,Married,69,0,4,Offer1,Four-Door Car,5300
Basic,Unemployed,0,Single,67,0,1,Offer3,Four-Door Car,2359
Basic,Employed,37703,Divorced,70,0,1,Offer3,Two-Door Car,2719
Premium,Unemployed,0,Single,114,0,2,Offer1,Four-Door Car,11274
Premium,Employed,53228,Divorced,226,0,1,Offer3,Luxury SUV,8997
Basic,Employed,70795,Married,68,0,5,Offer2,Four-Door Car,5480
Extended,Employed,25820,Divorced,82,0,1,Offer1,Four-Door Car,3245
Basic,Employed,25785,Single,112,1,4,Offer1,SUV,8596
Basic,Unemployed,0,Married,118,0,7,Offer1,SUV,8356
Extended,Employed,89398,Single,99,1,1,Offer1,Four-Door Car,4014
Basic,Employed,68815,Married,79.12569609,0,9,Offer4,Four-Door Car,5426
Basic,Employed,91025,Divorced,120.2317271,0,9,Offer2,SUV,9095
Premium,Employed,36349,Married,115,0,1,Offer2,SUV,4499
Premium,Unemployed,0,Married,110,0,6,Offer1,Two-Door Car,8087
Premium,Employed,87094,Single,113,1,5,Offer3,Four-Door Car,8886
Basic,Employed,35503,Married,67,0,1,Offer1,Two-Door Car,2661
Premium,Employed,54710,Married,103,0,2,Offer3,Two-Door Car,12350
Basic,Employed,57664,Married,107.681353,0,7,Offer1,SUV,8051
Basic,Employed,27872,Married,68.94808668,0,3,Offer2,Two-Door Car,4820
Extended,Unemployed,0,Married,96,0,1,Offer4,Four-Door Car,3591
Basic,Employed,58206,Married,64,0,3,Offer3,Four-Door Car,5122
Basic,Unemployed,0,Single,66,0,1,Offer1,Two-Door Car,2215
Extended,Employed,76516,Married,95,0,9,Offer2,Two-Door Car,7588
Basic,Disabled,22081,Married,61,0,2,Offer1,Four-Door Car,7247
Extended,Employed,64937,Single,122,0,2,Offer3,SUV,42937
Basic,Employed,93621,Married,100,0,1,Offer3,SUV,4029
Extended,Unemployed,0,Single,137,0,1,Offer3,SUV,4703
Basic,Employed,26790,Married,71,0,1,Offer2,Two-Door Car,2810
Basic,Unemployed,0,Single,72,0,1,Offer1,Four-Door Car,2670
Basic,Employed,72354,Divorced,73,0,8,Offer1,Four-Door Car,5783
Premium,Employed,99772,Married,158,0,2,Offer2,SUV,19231
Extended,Unemployed,0,Single,82,0,2,Offer3,Four-Door Car,8276
Basic,Unemployed,0,Single,109,0,8,Offer3,SUV,7465
Basic,Employed,62461,Married,73,0,1,Offer2,Four-Door Car,2954
Extended,Employed,59592,Divorced,84,0,1,Offer2,Four-Door Car,3300
Basic,Employed,62006,Married,73.02633627,0,1,Offer4,Four-Door Car,2472
Extended,Employed,44369,Divorced,77,3,1,Offer1,Four-Door Car,2936
Basic,Employed,28909,Married,66,0,8,Offer1,Two-Door Car,5246
Premium,Employed,61200,Single,118,0,4,Offer1,Four-Door Car,9156
Premium,Employed,49009,Married,105,0,7,Offer2,Four-Door Car,8247
Basic,Employed,56342,Single,69,0,1,Offer2,Four-Door Car,2674
Basic,Disabled,16552,Married,103,0,2,Offer2,SUV,11833
Basic,Employed,97131,Married,64,0,6,Offer2,Four-Door Car,5181
Extended,Employed,24164,Divorced,137,0,5,Offer2,Sports Car,10972
Extended,Employed,50555,Divorced,88,0,2,Offer4,Four-Door Car,20878
Basic,Unemployed,0,Married,65,0,2,Offer2,Two-Door Car,21423
Basic,Disabled,14985,Divorced,62,0,3,Offer1,Two-Door Car,4458
Basic,Unemployed,0,Single,72,2,7,Offer1,Four-Door Car,5111
Basic,Unemployed,0,Married,69,0,8,Offer2,Two-Door Car,5169
Premium,Employed,58480,Divorced,113,1,5,Offer2,SUV,8861
Basic,Employed,62018,Married,73,1,1,Offer2,Two-Door Car,2891
Extended,Employed,62873,Divorced,81,0,1,Offer2,Four-Door Car,3230
Basic,Disabled,25772,Divorced,64,0,1,Offer1,Four-Door Car,2333
Basic,Medical Leave,14973,Married,113,0,2,Offer1,Sports Car,12200
Extended,Employed,39754,Married,85,0,1,Offer2,Four-Door Car,3369
Basic,Employed,34645,Single,69,3,5,Offer3,Two-Door Car,5052
Basic,Medical Leave,12780,Married,147.7856602,0,1,Offer1,Luxury SUV,6727
Basic,Unemployed,0,Single,73,3,5,Offer1,Two-Door Car,4462
Extended,Employed,76407,Married,91,0,9,Offer1,Four-Door Car,7294
Premium,Unemployed,0,Divorced,140,0,1,Offer3,SUV,4836
Premium,Employed,64195,Divorced,158,4,6,Offer1,SUV,11971
Extended,Unemployed,0,Single,129,0,3,Offer3,SUV,9227
Extended,Employed,73339,Married,85,0,2,Offer2,Four-Door Car,17822
Basic,Employed,36088,Single,72,0,9,Offer1,Four-Door Car,5528
Basic,Employed,32114,Married,108.3758261,0,1,Offer1,SUV,4128
Basic,Employed,70795,Married,68,0,4,Offer2,Four-Door Car,5481
Premium,Disabled,17034,Single,113,0,6,Offer2,Sports Car,8300
Extended,Employed,82399,Married,76,0,3,Offer1,Four-Door Car,6005
Basic,Unemployed,0,Married,63,0,5,Offer2,Four-Door Car,4491
Extended,Employed,77330,Married,99,0,3,Offer2,Four-Door Car,7988
Premium,Employed,79583,Married,109,2,1,Offer1,Four-Door Car,4361
Premium,Unemployed,0,Single,97.59120736,0,7,Offer1,Two-Door Car,8221
Extended,Employed,52728,Divorced,127,0,1,Offer1,SUV,4863
Premium,Disabled,16994,Married,112,0,8,Offer1,SUV,8783
Basic,Retired,27972,Married,61,0,1,Offer3,Four-Door Car,2227
Basic,Employed,37722,Single,116.4711357,0,8,Offer1,Sports Car,9075
Basic,Employed,53944,Married,71,0,2,Offer2,Two-Door Car,8583
Basic,Employed,21952,Married,66,0,6,Offer4,Four-Door Car,5207
Basic,Unemployed,0,Single,66,0,2,Offer1,Four-Door Car,9904
Basic,Unemployed,0,Single,61,1,1,Offer2,Four-Door Car,2162
Basic,Employed,36218,Married,68,0,1,Offer3,Four-Door Car,2730
Basic,Medical Leave,18263,Married,63,0,3,Offer1,Four-Door Car,4508
Basic,Unemployed,0,Single,71,0,6,Offer3,Four-Door Car,4835
Extended,Unemployed,0,Single,87,0,1,Offer2,Four-Door Car,3189
Basic,Employed,33485,Married,63,0,1,Offer4,Four-Door Car,2526
Premium,Employed,34161,Married,186,3,1,Offer3,SUV,7180
Extended,Employed,57693,Divorced,76,0,3,Offer2,Four-Door Car,5979
Premium,Employed,24581,Single,113,0,2,Offer3,Four-Door Car,12556
Basic,Unemployed,0,Married,66.19771104,0,1,Offer1,Four-Door Car,2417
Basic,Employed,58092,Married,109,0,2,Offer4,SUV,13369
Basic,Unemployed,0,Divorced,105.8953215,2,1,Offer1,Luxury SUV,6615
Basic,Employed,69959,Divorced,63,0,2,Offer1,Two-Door Car,7553
Premium,Employed,82214,Married,106,1,1,Offer3,Four-Door Car,4273
Basic,Employed,55479,Single,68,1,1,Offer2,Four-Door Car,2675
Extended,Unemployed,0,Single,83,1,1,Offer1,Four-Door Car,2705
Premium,Employed,52951,Single,167,1,1,Offer1,SUV,6570
Basic,Unemployed,0,Single,70,0,3,Offer2,Four-Door Car,4748
Extended,Unemployed,0,Married,83,0,9,Offer4,Four-Door Car,5996
Basic,Unemployed,0,Married,68,0,3,Offer1,Two-Door Car,5037
Basic,Disabled,29111,Married,62,2,3,Offer2,Four-Door Car,4804
Basic,Employed,58705,Married,69,0,1,Offer4,Two-Door Car,2754
Basic,Unemployed,0,Single,104,0,7,Offer1,SUV,7247
Premium,Employed,77237,Single,102,0,1,Offer4,Four-Door Car,4045
Basic,Employed,66524,Married,74,4,1,Offer4,Two-Door Car,2899
Extended,Unemployed,0,Single,79,1,7,Offer1,Two-Door Car,5568
Basic,Unemployed,0,Single,65,3,1,Offer1,Four-Door Car,2064
Basic,Unemployed,0,Divorced,61,1,1,Offer1,Four-Door Car,2129
Basic,Employed,37553,Single,187,0,2,Offer3,Luxury Car,22217
Extended,Employed,37138,Single,83,2,9,Offer1,Two-Door Car,6186
Premium,Employed,34337,Married,113,0,9,Offer2,Four-Door Car,9035
Basic,Employed,64125,Married,108,0,3,Offer2,SUV,8646
Basic,Employed,80210,Divorced,65,0,1,Offer1,Four-Door Car,2623
Basic,Unemployed,0,Married,103.3732156,0,3,Offer2,SUV,8434
Extended,Employed,28928,Married,87,1,1,Offer3,Four-Door Car,3399
Basic,Employed,27782,Married,103,0,1,Offer2,SUV,4027
Basic,Employed,43720,Married,100,0,2,Offer1,Sports Car,14886
Premium,Employed,54684,Divorced,116,0,2,Offer3,Four-Door Car,13355
Basic,Unemployed,0,Single,65,0,3,Offer1,Two-Door Car,4626
Basic,Unemployed,0,Single,63,1,2,Offer1,Two-Door Car,6385
Basic,Employed,87274,Married,73,1,1,Offer2,Four-Door Car,2944
Premium,Employed,47747,Divorced,111,0,1,Offer3,Two-Door Car,4379
Basic,Employed,88895,Married,71,0,2,Offer2,Four-Door Car,8509
Basic,Employed,86657,Married,103,0,1,Offer3,Sports Car,4109
Basic,Unemployed,0,Married,107,0,8,Offer2,SUV,8079
Extended,Employed,44712,Single,82,2,8,Offer1,Four-Door Car,6085
Extended,Unemployed,0,Single,134,3,5,Offer1,SUV,8255
Basic,Employed,21375,Married,65,0,1,Offer1,Four-Door Car,2578
Extended,Unemployed,0,Married,131,0,9,Offer1,SUV,9657
Extended,Unemployed,0,Single,136,0,4,Offer1,SUV,9220
Basic,Employed,57117,Married,68.20029245,0,1,Offer1,Four-Door Car,2656
Basic,Unemployed,0,Single,72,0,7,Offer3,Four-Door Car,4784
Extended,Employed,47259,Married,83,0,7,Offer1,Four-Door Car,6488
Extended,Unemployed,0,Married,89,0,1,Offer2,Four-Door Car,3256
Extended,Employed,66982,Married,121,0,1,Offer2,SUV,4916
Basic,Employed,55761,Divorced,115,0,2,Offer1,Sports Car,18269
Basic,Employed,92163,Married,73,0,6,Offer3,Two-Door Car,5923
Premium,Unemployed,0,Single,161,0,1,Offer3,SUV,5714
Basic,Employed,60228,Divorced,112,1,2,Offer1,SUV,21504
Basic,Unemployed,0,Divorced,112,0,3,Offer1,Sports Car,8007
Basic,Retired,16224,Divorced,197,1,1,Offer1,Luxury SUV,7923
Extended,Unemployed,0,Single,92,2,1,Offer3,Two-Door Car,3142
Basic,Employed,52513,Married,65,3,2,Offer3,Two-Door Car,7480
Basic,Employed,73556,Divorced,104,0,9,Offer1,SUV,8295
Basic,Employed,67796,Married,69,4,8,Offer2,Four-Door Car,5339
Basic,Disabled,21159,Married,73,0,2,Offer2,Four-Door Car,19378
Premium,Employed,24414,Married,104,0,2,Offer2,SUV,16525
Basic,Retired,28142,Married,105,0,1,Offer2,Sports Car,3873
Premium,Employed,67332,Married,193,2,1,Offer4,SUV,7725
Basic,Employed,35143,Married,65,0,9,Offer1,Four-Door Car,5179
Basic,Employed,74015,Single,72,0,6,Offer2,Four-Door Car,5555
Premium,Unemployed,0,Single,112,0,2,Offer2,Four-Door Car,13055
Basic,Retired,22283,Divorced,65,0,1,Offer1,Four-Door Car,2397
Extended,Employed,67267,Single,89,0,2,Offer3,Four-Door Car,13917
Basic,Disabled,15383,Married,61,0,4,Offer4,Two-Door Car,4567
Extended,Unemployed,0,Married,126,0,1,Offer2,SUV,4473
Extended,Employed,39010,Married,78,2,1,Offer1,Four-Door Car,3011
Extended,Unemployed,0,Married,133,0,1,Offer1,Sports Car,5029
Extended,Employed,30324,Divorced,86,0,8,Offer1,Four-Door Car,6781
Premium,Employed,70503,Divorced,164,1,2,Offer1,SUV,19393
Basic,Employed,88680,Married,66,0,2,Offer2,Four-Door Car,23813
Basic,Unemployed,0,Single,72.17869784,0,2,Offer4,Four-Door Car,7607
Basic,Retired,23566,Divorced,116,0,1,Offer1,SUV,4384
Basic,Unemployed,0,Married,119,3,1,Offer1,SUV,4122
Basic,Disabled,15192,Married,100,0,1,Offer4,SUV,3832
Basic,Employed,44485,Married,62,0,2,Offer1,Four-Door Car,7505
Premium,Employed,59630,Married,199,0,1,Offer2,SUV,7326
Extended,Employed,83000,Married,97,1,6,Offer1,Four-Door Car,7786
Extended,Employed,24290,Married,82,0,8,Offer4,Four-Door Car,6459
Basic,Unemployed,0,Single,108,0,1,Offer1,SUV,3823
Basic,Employed,65024,Married,67,0,2,Offer2,Four-Door Car,13422
Basic,Employed,48269,Married,69,3,1,Offer3,Four-Door Car,2683
Basic,Disabled,19864,Divorced,63,0,1,Offer2,Four-Door Car,2359
Basic,Unemployed,0,Single,67,0,5,Offer1,Four-Door Car,4787
Extended,Employed,74271,Married,119.22275,0,1,Offer2,Sports Car,5568
Basic,Unemployed,0,Single,74,0,3,Offer3,Four-Door Car,5295
Premium,Unemployed,0,Single,106,0,3,Offer1,Four-Door Car,7634
Extended,Disabled,16061,Single,88,0,1,Offer3,Four-Door Car,3239
Basic,Employed,55907,Married,104,0,2,Offer1,SUV,16681
Extended,Employed,35461,Married,95,1,1,Offer1,Four-Door Car,3732
